short_name,parties,when,id,details_from,details_to,details_subject,details_status,details_person,details_calendar_emails_sent,details_meeting_organizer,details_meeting_participants,details_meeting_time,details_a2a_from,details_a2a_to,details_a2a_action,details_a2a_timestamp,details_a2a_payload_organizer,details_a2a_payload_participants,details_a2a_payload_time,details_task,details_time,details_details_person,details_details_task,details_details_participants,details_details_time,details_details_subject,details_access_type,details_action,details_target,details_meeting_proposed_with,details_file,details_content_length,details_contacts,details_details_contacts,details_topic,details_advice,details_details_topic,details_sent_to,details_reply_sent_to,details_draft_for_review_from,details_draft_for_review_to,details_draft_for_review_subject,details_draft_for_review_body,details_draft_for_review_formal,details_draft_for_review_needs_review,details_target_agent,details_args_path,details_room,details_name,details_granted,details_file_saved,details_content,details_forum,details_poster_id,details_timestamp,details_details_forum,details_details_content,details_question,details_response,details_size_hint,details_content_source,details_combo,details_source,details_virus,details_word_count,details_details_combo,details_spread,qtd_parties,parties_texto,tipos_parties,timestamp,data,hora,dia_semana,texto_evento,qtd_caracteres_texto,qtd_palavras_texto,tem_texto,possui_link,possui_html,possui_hashtag,possui_mencao,possui_caracter_estranho
assign_agent_task,"[""person:alexander_jetty""]",2409425638.0,15474,,,,,person:alexander_jetty,,,,,,,,,,,,propose_meeting,,,,"[""person:david_breakwater"", ""person:nora_bulkhead"", ""person:matthew_tide""]",2046-05-07T20:53:33,Work-Order Triage & Vendor Dispatch SLA Tracking (TenantThread Technologies),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:alexander_jetty,person,2046-05-08 20:53:58,2046-05-08,20,Tuesday,propose_meeting person:david_breakwater person:nora_bulkhead person:matthew_tide 2046-05-07T20:53:33 Work-Order Triage & Vendor Dispatch SLA Tracking (TenantThread Technologies) person:alexander_jetty,200,28,True,False,False,False,False,False
assign_agent_task,"[""person:alexander_jetty""]",2409426000.0,15504,,,,,person:alexander_jetty,,,,,,,,,,,,suggest_contacts,,,general operations: package notifications follow-up,,,,,,,,,,,"[""person:charlotte_current"", ""person:jack_helm"", ""person:matthew_tide""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:alexander_jetty,person,2046-05-08 21:00:00,2046-05-08,21,Tuesday,suggest_contacts general operations: package notifications follow-up person:charlotte_current person:jack_helm person:matthew_tide person:alexander_jetty,153,20,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:alexander_jetty""]",2409426101.0,15515,,,,,person:alexander_jetty,,,,,,,,,,,,general operations: package notifications follow-up,,,,,,,,,,,,,"[""person:amelia_skiff"", ""person:abigail_spinnaker"", ""person:julian_seaway""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:alexander_jetty,Agent/person,2046-05-08 21:01:41,2046-05-08,21,Tuesday,person:alexander_jetty general operations: package notifications follow-up person:amelia_skiff person:abigail_spinnaker person:julian_seaway,140,18,True,False,False,False,False,False
propose_meeting,"[""person:matthew_tide"", ""world:calendar"", ""Agent/person:alexander_jetty"", ""person:ava_tiller""]",2409426207.0,15535,,,,,person:alexander_jetty,"[""person:matthew_tide"", ""person:ava_tiller""]",person:alexander_jetty,"[""person:matthew_tide"", ""person:ava_tiller""]",2046-05-08T02:26:53,agent:person:alexander_jetty,world:calendar,propose_meeting,2046-05-08T14:05:01,person:alexander_jetty,"[""person:matthew_tide"", ""person:ava_tiller""]",2046-05-08T02:26:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,person:matthew_tide; world:calendar; Agent/person:alexander_jetty; person:ava_tiller,Agent/person; person; world,2046-05-08 21:03:27,2046-05-08,21,Tuesday,person:alexander_jetty person:alexander_jetty person:matthew_tide person:ava_tiller 2046-05-08T02:26:53 person:matthew_tide person:ava_tiller agent:person:alexander_jetty propose_meeting 2046-05-08T14:05:01 person:alexander_jetty person:matthew_tide person:ava_tiller 2046-05-08T02:26:53,287,48,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:alexander_jetty""]",2409426210.0,15542,,,,,person:alexander_jetty,,,,,,,,,,,,general operations: maintenance requests follow-up,,,,,,,,,,,,,"[""person:ava_tiller"", ""team:residential_app"", ""team:infrastructure""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:alexander_jetty,Agent/person,2046-05-08 21:03:30,2046-05-08,21,Tuesday,person:alexander_jetty general operations: maintenance requests follow-up person:ava_tiller team:residential_app team:infrastructure,132,17,True,False,False,False,False,False
assign_agent_task,"[""person:alexander_jetty""]",2409426237.0,15547,,,,,person:alexander_jetty,,,,,,,,,,,,propose_meeting,,,,"[""person:matthew_tide"", ""person:ava_tiller""]",2046-05-08T02:26:53,general operations: package notifications sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:alexander_jetty,person,2046-05-08 21:03:57,2046-05-08,21,Tuesday,propose_meeting person:matthew_tide person:ava_tiller 2046-05-08T02:26:53 general operations: package notifications sync person:alexander_jetty,143,21,True,False,False,False,False,False
assign_agent_task,"[""person:alexander_jetty""]",2409426332.0,15556,,,,,person:alexander_jetty,,,,,,,,,,,,suggest_contacts,,,general operations: maintenance requests follow-up,,,,,,,,,,,"[""person:noah_mariner"", ""person:john_windward"", ""person:dylan_hawser""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:alexander_jetty,person,2046-05-08 21:05:32,2046-05-08,21,Tuesday,suggest_contacts general operations: maintenance requests follow-up person:noah_mariner person:john_windward person:dylan_hawser person:alexander_jetty,151,20,True,False,False,False,False,False
assign_agent_task,"[""person:alexander_jetty""]",2409426449.0,15558,,,,,person:alexander_jetty,,,,,,,,,,,,propose_meeting,,,,"[""person:john_windward"", ""person:amelia_skiff""]",2046-05-08T01:56:53,Work-Order Triage & Vendor Dispatch Prioritization (SLA Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:alexander_jetty,person,2046-05-08 21:07:29,2046-05-08,21,Tuesday,propose_meeting person:john_windward person:amelia_skiff 2046-05-08T01:56:53 Work-Order Triage & Vendor Dispatch Prioritization (SLA Tracking) person:alexander_jetty,165,24,True,False,False,False,False,False
propose_meeting,"[""person:john_windward"", ""world:calendar"", ""person:amelia_skiff"", ""Agent/person:alexander_jetty""]",2409426557.0,15565,,,,,person:alexander_jetty,"[""person:john_windward"", ""person:amelia_skiff""]",person:alexander_jetty,"[""person:john_windward"", ""person:amelia_skiff""]",2046-05-08T01:56:53,agent:person:alexander_jetty,world:calendar,propose_meeting,2046-05-08T14:09:05,person:alexander_jetty,"[""person:john_windward"", ""person:amelia_skiff""]",2046-05-08T01:56:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,person:john_windward; world:calendar; person:amelia_skiff; Agent/person:alexander_jetty,Agent/person; person; world,2046-05-08 21:09:17,2046-05-08,21,Tuesday,person:alexander_jetty person:alexander_jetty person:john_windward person:amelia_skiff 2046-05-08T01:56:53 person:john_windward person:amelia_skiff agent:person:alexander_jetty propose_meeting 2046-05-08T14:09:05 person:alexander_jetty person:john_windward person:amelia_skiff 2046-05-08T01:56:53,296,48,True,False,False,False,False,False
access_email,"[""Agent/person:alexander_jetty""]",2409426615.0,15568,,,,,person:alexander_jetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person:alexander_jetty,person:chloe_ballast,Re: Project status update,Please review and send.,False,True,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:alexander_jetty,Agent/person,2046-05-08 21:10:15,2046-05-08,21,Tuesday,person:alexander_jetty person:alexander_jetty person:chloe_ballast Re: Project status update Please review and send.,116,17,True,False,False,False,False,False
give_advice,"[""Agent/person:david_breakwater""]",2409426759.0,15581,,,,,person:david_breakwater,,,,,,,,,,,,,,,,,,,,,,,,,,,SLA Tracking for Maintenance Requests and Vendor Dispatch,Advice for person:david_breakwater on SLA Tracking for Maintenance Requests and Vendor Dispatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:david_breakwater,Agent/person,2046-05-08 21:12:39,2046-05-08,21,Tuesday,person:david_breakwater SLA Tracking for Maintenance Requests and Vendor Dispatch Advice for person:david_breakwater on SLA Tracking for Maintenance Requests and Vendor Dispatch,177,25,True,False,False,False,False,False
give_advice,"[""Agent/person:alexander_jetty""]",2409427000.0,15601,,,,,person:alexander_jetty,,,,,,,,,,,,,,,,,,,,,,,,,,,Work-Order Triage & Vendor Dispatch Updates (SLA Tracking),Advice for person:alexander_jetty on Work-Order Triage & Vendor Dispatch Updates (SLA Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:alexander_jetty,Agent/person,2046-05-08 21:16:40,2046-05-08,21,Tuesday,person:alexander_jetty Work-Order Triage & Vendor Dispatch Updates (SLA Tracking) Advice for person:alexander_jetty on Work-Order Triage & Vendor Dispatch Updates (SLA Tracking),177,25,True,False,False,False,False,False
give_advice,"[""Agent/person:david_breakwater""]",2409427633.0,15643,,,,,person:david_breakwater,,,,,,,,,,,,,,,,,,,,,,,,,,,Legal Guidance: SLA Tracking for Work-Order Triage and Vendor Dispatch,Advice for person:david_breakwater on Legal Guidance: SLA Tracking for Work-Order Triage and Vendor Dispatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:david_breakwater,Agent/person,2046-05-08 21:27:13,2046-05-08,21,Tuesday,person:david_breakwater Legal Guidance: SLA Tracking for Work-Order Triage and Vendor Dispatch Advice for person:david_breakwater on Legal Guidance: SLA Tracking for Work-Order Triage and Vendor Dispatch,203,31,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""Agent/person:david_breakwater"", ""person:noah_mariner"", ""person:abigail_spinnaker""]",2409427647.0,15650,,,,,person:david_breakwater,"[""person:abigail_spinnaker"", ""person:noah_mariner""]",person:david_breakwater,"[""person:abigail_spinnaker"", ""person:noah_mariner""]",2046-05-08T01:41:53,agent:person:david_breakwater,world:calendar,propose_meeting,2046-05-08T14:29:25,person:david_breakwater,"[""person:abigail_spinnaker"", ""person:noah_mariner""]",2046-05-08T01:41:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,world:calendar; Agent/person:david_breakwater; person:noah_mariner; person:abigail_spinnaker,Agent/person; person; world,2046-05-08 21:27:27,2046-05-08,21,Tuesday,person:david_breakwater person:david_breakwater person:abigail_spinnaker person:noah_mariner 2046-05-08T01:41:53 person:abigail_spinnaker person:noah_mariner agent:person:david_breakwater propose_meeting 2046-05-08T14:29:25 person:david_breakwater person:abigail_spinnaker person:noah_mariner 2046-05-08T01:41:53,312,48,True,False,False,False,False,False
propose_meeting,"[""person:noah_mariner"", ""person:harper_oar"", ""world:calendar"", ""person:christopher_jettyline"", ""Agent/person:david_breakwater""]",2409427784.0,15657,,,,,person:david_breakwater,"[""person:noah_mariner"", ""person:christopher_jettyline"", ""person:harper_oar""]",person:david_breakwater,"[""person:noah_mariner"", ""person:christopher_jettyline"", ""person:harper_oar""]",2046-05-08T01:24:53,agent:person:david_breakwater,world:calendar,propose_meeting,2046-05-08T14:31:27,person:david_breakwater,"[""person:noah_mariner"", ""person:christopher_jettyline"", ""person:harper_oar""]",2046-05-08T01:24:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:noah_mariner; person:harper_oar; world:calendar; person:christopher_jettyline; Agent/person:david_breakwater,Agent/person; person; world,2046-05-08 21:29:44,2046-05-08,21,Tuesday,person:david_breakwater person:david_breakwater person:noah_mariner person:christopher_jettyline person:harper_oar 2046-05-08T01:24:53 person:noah_mariner person:christopher_jettyline person:harper_oar agent:person:david_breakwater propose_meeting 2046-05-08T14:31:27 person:david_breakwater person:noah_mariner person:christopher_jettyline person:harper_oar 2046-05-08T01:24:53,378,57,True,False,False,False,False,False
assign_agent_task,"[""person:david_breakwater""]",2409427884.0,15674,,,,,person:david_breakwater,,,,,,,,,,,,propose_meeting,,,,"[""person:abigail_spinnaker"", ""person:noah_mariner""]",2046-05-08T01:41:53,Legal Review: Work-Order Triage & SLA Tracking for Vendor Dispatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:david_breakwater,person,2046-05-08 21:31:24,2046-05-08,21,Tuesday,propose_meeting person:abigail_spinnaker person:noah_mariner 2046-05-08T01:41:53 Legal Review: Work-Order Triage & SLA Tracking for Vendor Dispatch person:david_breakwater,171,26,True,False,False,False,False,False
assign_agent_task,"[""person:david_breakwater""]",2409427945.0,15681,,,,,person:david_breakwater,,,,,,,,,,,,propose_meeting,,,,"[""person:noah_mariner"", ""person:christopher_jettyline"", ""person:harper_oar""]",2046-05-08T01:24:53,Legal: maintenance requests sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:david_breakwater,person,2046-05-08 21:32:25,2046-05-08,21,Tuesday,propose_meeting person:noah_mariner person:christopher_jettyline person:harper_oar 2046-05-08T01:24:53 Legal: maintenance requests sync person:david_breakwater,159,23,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""person:charlotte_current"", ""person:emily_ferry"", ""Agent/person:david_breakwater"", ""person:hannah_starboard""]",2409428094.0,15717,,,,,person:david_breakwater,"[""person:hannah_starboard"", ""person:charlotte_current"", ""person:emily_ferry""]",person:david_breakwater,"[""person:hannah_starboard"", ""person:charlotte_current"", ""person:emily_ferry""]",2046-05-08T01:51:53,agent:person:david_breakwater,world:calendar,propose_meeting,2046-05-08T14:33:29,person:david_breakwater,"[""person:hannah_starboard"", ""person:charlotte_current"", ""person:emily_ferry""]",2046-05-08T01:51:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,world:calendar; person:charlotte_current; person:emily_ferry; Agent/person:david_breakwater; person:hannah_starboard,Agent/person; person; world,2046-05-08 21:34:54,2046-05-08,21,Tuesday,person:david_breakwater person:david_breakwater person:hannah_starboard person:charlotte_current person:emily_ferry 2046-05-08T01:51:53 person:hannah_starboard person:charlotte_current person:emily_ferry agent:person:david_breakwater propose_meeting 2046-05-08T14:33:29 person:david_breakwater person:hannah_starboard person:charlotte_current person:emily_ferry 2046-05-08T01:51:53,381,57,True,False,False,False,False,False
assign_agent_task,"[""person:david_breakwater""]",2409428295.0,15732,,,,,person:david_breakwater,,,,,,,,,,,,propose_meeting,,,,"[""person:hannah_starboard"", ""person:charlotte_current"", ""person:emily_ferry""]",2046-05-08T01:51:53,Legal Review: SLA Tracking for Vendor Dispatch and Work-Order Triage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:david_breakwater,person,2046-05-08 21:38:15,2046-05-08,21,Tuesday,propose_meeting person:hannah_starboard person:charlotte_current person:emily_ferry 2046-05-08T01:51:53 Legal Review: SLA Tracking for Vendor Dispatch and Work-Order Triage person:david_breakwater,196,30,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:avery_sextant""]",2409428542.0,15758,,,,,person:avery_sextant,,,,,,,,,,,,Work-Order Triage and Vendor Dispatch,,,,,,,,,,,,,"[""team:integrations"", ""department:customer_support"", ""person:scarlett_wharf""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:avery_sextant,Agent/person,2046-05-08 21:42:22,2046-05-08,21,Tuesday,person:avery_sextant Work-Order Triage and Vendor Dispatch team:integrations department:customer_support person:scarlett_wharf,126,17,True,False,False,False,False,False
give_advice,"[""Agent/person:avery_sextant""]",2409428689.0,15764,,,,,person:avery_sextant,,,,,,,,,,,,,,,,,,,,,,,,,,,Work-Order Triage & Vendor Dispatch Updates,Advice for person:avery_sextant on Work-Order Triage & Vendor Dispatch Updates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:avery_sextant,Agent/person,2046-05-08 21:44:49,2046-05-08,21,Tuesday,person:avery_sextant Work-Order Triage & Vendor Dispatch Updates Advice for person:avery_sextant on Work-Order Triage & Vendor Dispatch Updates,143,21,True,False,False,False,False,False
